x,y
0,8.724816789253577
0.01,4.164612017275105
0.02,11.821764674395201
0.03,11.08379413915036
0.04,10.187046202806007
0.05,15.872507901368824
0.06,14.103191569238849
0.07,13.390697741738505
0.08,12.624296376926907
0.09,17.89835044520595
0.1,17.644334963604834
0.11,9.321551134808558
0.12,15.079261360978261
0.13,13.037562121079251
0.14,10.401092610131679
0.15,4.150451495089051
0.16,7.968163069064274
0.17,5.933653106287047
0.18,1.7466190346062445
0.19,0.04953112988338759
0.2,5.682928397303451
0.21,1.141845663074347
0.22,3.777224007494099
0.23,-0.6322224232880915
0.24,-0.6802045582707619
0.25,7.40043462260501
0.26,9.44334061047621
0.27,7.6676396115522545
0.28,10.58777782704728
0.29,7.305040264937802
0.3,6.8614918802624345
0.31,4.126507242967868
0.32,10.965537609820693
0.33,4.148695138055878
0.34,4.401890959984548
0.35000000000000003,5.078732087114904
0.36,-1.690357368304448
0.37,-0.3790727989340317
0.38,-0.7763747189131172
0.39,-3.2483334724926123
0.4,-4.811892657466768
0.41000000000000003,-0.487473460194769
0.42,-3.5660605711415165
0.43,-5.614953252560042
0.44,-7.402992381483076
0.45,-7.277915784234434
0.46,-0.659681375416338
0.47000000000000003,1.1285848871885724
0.48,-1.2262295142506403
0.49,5.501444920759232
0.5,1.0293313807668434
0.51,3.512940225197687
0.52,5.533767510822177
0.53,6.734013834934326
0.54,11.572321023869165
0.55,10.896217063024901
0.56,16.21455266878511
0.5700000000000001,14.128260738961757
0.58,11.424264067985572
0.59,14.125449103174585
0.6,12.63686285767064
0.61,15.043263874992796
0.62,10.89539226770927
0.63,5.275705061853999
0.64,7.828451968774551
0.65,9.516476148805957
0.66,2.7870596834625694
0.67,7.501344792225846
0.68,3.6841397555840296
0.6900000000000001,4.20372636843746
0.7000000000000001,5.378167808913548
0.71,4.6670009595260105
0.72,-0.3192255489374223
0.73,7.5221473624700685
0.74,8.344223974530237
0.75,7.015218531089467
0.76,8.3408366199003
0.77,4.537923219599622
0.78,11.456369840120484
0.79,2.795027524829111
0.8,12.163410379168244
0.81,7.396800591904117
0.8200000000000001,10.392092680268458
0.8300000000000001,10.202594702405598
0.84,8.71260984985106
0.85,3.174998757476197
0.86,-1.4565382496888843
0.87,0.3982985706840987
0.88,0.9459946647526287
0.89,-0.439303442860135
0.9,-4.538773538835031
0.91,-7.361841561282112
0.92,-9.222212134217429
0.93,-8.782274199445395
0.9400000000000001,-0.4158635816587495
0.9500000000000001,-4.325832352432284
0.96,-1.8726670741265288
0.97,-3.6185404693964944
0.98,-2.115137875055912
0.99,5.385685783091851
1,7.660663492875557
1.01,5.526452359200431
1.02,7.852103483542773
1.03,8.193449800524439
1.04,9.992740707463163
1.05,10.065952694094396
1.06,9.677550723051604
1.07,19.102553441612095
1.08,12.916194082478565
1.09,9.236766963317544
1.1,10.736158174084446
1.11,9.733954238093519
1.12,14.413796034999267
1.1300000000000001,10.363744144856213
1.1400000000000001,7.8483365814011155
1.1500000000000001,9.913304597639964
1.16,2.833921090627989
1.17,6.227976066312009
1.18,3.065274770370585
1.19,3.283840838432792
1.2,-1.7971876931916264
1.21,0.040606704047317255
1.22,5.442090120510717
1.23,4.3227021429110275
1.24,5.807710621704181
1.25,5.641590034437539
1.26,5.780392151045823
1.27,7.84905985581317
1.28,2.37700294683782
1.29,5.996637599389858
1.3,11.497847039461252
1.31,3.2680109766512975
1.32,4.708937048728034
1.33,7.623054153014035
1.34,0.2997670255220116
1.35,3.5089521325526727
1.36,-1.6476866291093193
1.37,1.9838921025450107
1.3800000000000001,3.2412142671761837
1.3900000000000001,-7.012000771587501
1.4000000000000001,-1.0087548485391737
1.41,-8.647075570662459
1.42,-5.21477894689727
1.43,-8.13328359518763
1.44,-4.627192824401356
1.45,-5.331876905701698
1.46,1.858803540055451
1.47,-3.700080477260352
1.48,1.2576342464811505
1.49,0.05656828624131416
1.5,2.1465136309575863
1.51,4.7731676102272775
1.52,7.129694817900191
1.53,13.497442857310565
1.54,8.016805116898668
1.55,11.87196440210436
1.56,15.578381121699502
1.57,10.694137331358531
1.58,11.915500065262629
1.59,15.889661775362065
1.6,11.878730464011676
1.61,13.334805681629465
1.62,11.393788296366711
1.6300000000000001,8.877527120703265
1.6400000000000001,8.633317920114866
1.6500000000000001,1.802496722066631
1.6600000000000001,5.421951991659372
1.67,4.220145463089549
1.68,6.711843410422763
1.69,-2.189478459050594
1.7,3.672336958479112
1.71,4.668409903604149
1.72,0.24144329538330345
1.73,6.1683769794116
1.74,4.0177808084604525
1.75,1.246526562936605
1.76,1.7644512437748685
1.77,1.7372279626682647
1.78,8.817326856702694
1.79,10.14075353999423
1.8,9.429096377854536
1.81,9.899672627534082
1.82,10.595914910810695
1.83,4.81030169964755
1.84,8.81398507530113
1.85,2.54951743033502
1.86,1.0722513441594157
1.87,2.410775920263199
1.8800000000000001,-3.4073919411660163
1.8900000000000001,-5.528904178668834
1.9000000000000001,-4.6233190867372205
1.9100000000000001,-8.489654022949926
1.92,-0.5367509393104317
1.93,-7.78466017501029
1.94,-4.151530070559376
1.95,-7.710722410902959
1.96,-5.974868758712841
1.97,-1.868651002586506
1.98,1.368197214896429
1.99,3.260653545010343
2,3.9516264724016734
2.0100000000000002,7.295616598311293
2.02,4.977269946812637
2.0300000000000002,14.759007425939878
2.04,13.166379488444672
2.05,10.542091664699788
2.06,15.090199478946854
2.07,10.87713291820839
2.08,17.259832686638006
2.09,10.464408719679133
2.1,13.710838063604509
2.11,8.765853620663647
2.12,12.678142853299557
2.13,5.020635377200586
2.14,8.174338690915278
2.15,9.092164364287552
2.16,2.6577624735433845
2.17,2.948363673550557
2.18,6.2684257490786885
2.19,-0.581764795752463
2.2,2.60480378479413
2.21,1.5229982228069066
2.22,-1.2289708711964769
2.23,-1.4747730231102079
2.24,-0.8457968829420824
2.25,0.41938389677287946
2.2600000000000002,4.588948238041856
2.27,8.729993437096837
2.2800000000000002,6.363547950286826
2.29,5.722665415849241
2.3000000000000003,3.93191389995716
2.31,4.0666280638767525
2.32,2.2360844562408166
2.33,5.969748328139387
2.34,1.926372476140733
2.35,5.405175726227992
2.36,-2.64429717022145
2.37,4.918072693278077
2.38,0.17726302045516462
2.39,2.0514697558692454
2.4,-5.448559480918865
2.41,-6.78697778440255
2.42,-3.5105182642425
2.43,-4.367357001928455
2.44,-5.4608339186526695
2.45,-3.138738648584331
2.46,-2.883440202131549
2.47,-2.0576894892786646
2.48,1.0143299071930194
2.49,-0.7080412104830971
2.5,8.886823155401677
2.5100000000000002,9.326623977570819
2.52,5.753301893406457
2.5300000000000002,14.943743002232477
2.54,12.75420135144471
2.5500000000000003,10.525026000093034
2.56,12.94276291734688
2.57,12.558200081696466
2.58,17.137189123369385
2.59,14.145053123206733
2.6,9.75769234218621
2.61,7.818046378648315
2.62,8.840243899832025
2.63,8.592726751262768
2.64,3.258090313668052
2.65,3.590392740717046
2.66,0.7097749704732295
2.67,4.245987270170992
2.68,5.579746389083512
2.69,3.9797480563408802
2.7,0.9483242267867631
2.71,3.2878884511571616
2.72,4.4354885984584635
2.73,5.235911711589512
2.74,1.1670576999847353
2.75,2.7494966509327323
2.7600000000000002,2.330630333821485
2.77,4.805197225354489
2.7800000000000002,2.564870298510821
2.79,9.71540532691634
2.8000000000000003,3.700036212938878
2.81,10.232374943836385
2.82,4.460196372924288
2.83,5.277969972104081
2.84,7.427415699820208
2.85,7.333245903390191
2.86,3.7815294731497326
2.87,4.21452033610051
2.88,-5.34027391116179
2.89,0.37579140861394045
2.9,-4.666945465920801
2.91,-8.081659975489186
2.92,-7.487990648007548
2.93,-6.588871068609258
2.94,-3.69981537713187
2.95,-2.998068347013123
2.96,0.6435747361988611
2.97,-0.550169381526783
2.98,-3.594933348870973
2.99,6.16279809381357
3,8.515076716727611
3.0100000000000002,2.4555034990500766
3.02,11.395842647590623
3.0300000000000002,11.036459465361698
3.04,8.837585041770845
3.0500000000000003,12.962177967947138
3.06,17.381774113574675
3.0700000000000003,15.500287841721839
3.08,18.37141732249365
3.09,11.132599053949109
3.1,16.40032964348178
3.11,8.861757146473002
3.12,8.49288753135776
3.13,10.882429844746031
3.14,10.27409791622159
3.15,4.220453099185411
3.16,3.581626423212573
3.17,6.928056899616115
3.18,0.15273185522691968
3.19,5.188596872560188
3.2,-0.6339488159743945
3.21,-1.8963452160835512
3.22,6.903051688726169
3.23,5.665645347970935
3.24,0.25703240664809957
3.25,8.323056409577042
3.2600000000000002,7.140091540989057
3.27,5.193425323174509
3.2800000000000002,7.354321240564637
3.29,4.365606632008542
3.3000000000000003,9.97606585527776
3.31,5.588101463312138
3.3200000000000003,4.196143179405109
3.33,5.05215473460937
3.34,3.2556435238704413
3.35,3.712171853986543
3.36,6.293487624400031
3.37,-2.0408297114963077
3.38,-1.6933052666228825
3.39,-2.327390817333331
3.4,-6.776924404353616
3.41,-5.657537906777281
3.42,-1.509094307681485
3.43,-4.388786470764831
3.44,-8.764017902085715
3.45,-3.036637616917437
3.46,-4.318370062214965
3.47,0.1023455351114464
3.48,0.9469429741610416
3.49,1.2607129998213895
3.5,6.406228060266148
3.5100000000000002,5.787935779404034
3.52,4.445132216782627
3.5300000000000002,6.182219196225389
3.54,12.310648135427208
3.5500000000000003,12.332568506551105
3.56,18.682465897050484
3.5700000000000003,12.815255220710423
3.58,17.359929644202143
3.59,16.253594217007645
3.6,12.821320487350324
3.61,9.913027414560009
3.62,6.522589493352729
3.63,10.698007869011306
3.64,3.876197208341439
3.65,10.039303239434883
3.66,2.143377222098937
3.67,4.72197614318259
3.68,1.9400279031327483
3.69,0.7767827211350609
3.7,2.3047242862222737
3.71,3.9528767245253222
3.72,-0.6494473445209645
3.73,0.8177325131360735
3.74,8.5310647363878
3.75,2.752548003529984
3.7600000000000002,4.18549543367076
3.77,5.485410551444794
3.7800000000000002,10.254198837954037
3.79,11.768816863912264
3.8000000000000003,5.702288593707561
3.81,11.328467088165537
3.8200000000000003,3.1824453484127053
3.83,1.9524936032512976
3.84,0.809704674793059
3.85,1.0369228998461413
3.86,2.207889854596615
3.87,2.5453511526943524
3.88,3.414842493755968
3.89,0.12452830323774577
3.9,-7.283911781718998
3.91,-4.4944592171255415
3.92,-3.391254651894788
3.93,-4.417164713328749
3.94,-0.965807389470811
3.95,-6.4759978090262695
3.96,0.1284318305064298
3.97,2.176229505038144
3.98,-2.257260639651661
3.99,-2.093268955844034
4,3.9450265243774614
4.01,4.470727780240842
4.0200000000000005,6.8773015177510315
4.03,10.779264158942162
4.04,11.934754393189282
4.05,14.058100333005036
4.0600000000000005,14.924800967286945
4.07,10.547487862009636
4.08,11.997172787558792
4.09,16.486923242825384
